,cantidad,nombre,categoria,precio,dia,dia_semana,mes
1568,3,Asado,Carniceria,22800,21,7,7
1569,3,Costilla de cerdo,Carniceria,11400,21,7,7
1570,2,Empanadas,Congelados,10800,21,7,7
1571,2,Queso rallado,Lacteos,15400,21,7,7
1572,6,Manzanas,Frutas y Verduras,5200,21,7,7
1573,2,Tomates,Frutas y Verduras,5200,21,7,7
1574,2,Medialunas,Panaderia,2800,21,7,7
1575,2,Papas fritas,Congelados,6600,21,7,7
1576,2,Costilla de cerdo,Carniceria,11400,22,1,7
1577,6,Garbanzos,Conservas,2900,22,1,7
1578,5,Agua mineral,Bebidas,5000,22,1,7
1579,3,Hamburgesas congeladas,Congelados,7600,22,1,7
1580,6,Cerveza,Bebidas,9200,22,1,7
1581,5,Yogur,Lacteos,4200,22,1,7
1582,4,Tortas,Panaderia,12200,22,1,7
1583,6,Arroz,Conservas,3400,22,1,7
1584,1,Facturas,Panaderia,9900,22,1,7
1585,1,Yogur,Lacteos,4200,23,2,7
1586,1,Garbanzos,Conservas,2900,23,2,7
1587,5,Manzanas,Frutas y Verduras,5200,23,2,7
1588,6,Pizza congelada,Congelados,12400,23,2,7
1589,4,Vino tinto,Bebidas,10800,23,2,7
1590,5,Papas fritas,Congelados,6600,23,2,7
1591,1,Zanahorias,Frutas y Verduras,2600,23,2,7
1592,1,Yogur,Lacteos,4200,23,2,7
1593,4,Arroz,Conservas,3400,23,2,7
1594,2,Bananas,Frutas y Verduras,5800,23,2,7
1595,6,Pan integral,Panaderia,10000,23,2,7
1596,2,Cebolla,Frutas y Verduras,3400,24,3,7
1597,3,Papas chips,Galletitas y Snacks,6800,24,3,7
1598,3,Asado,Carniceria,22800,24,3,7
1599,6,Galletitas de agua,Galletitas y Snacks,4200,24,3,7
1600,1,Jugos de frutas,Bebidas,7600,24,3,7
1601,3,Lentejas,Conservas,2600,24,3,7
1602,1,Pan integral,Panaderia,10000,24,3,7
1603,1,Galletitas de agua,Galletitas y Snacks,4200,24,3,7
1604,3,Asado,Carniceria,22800,24,3,7
1605,2,Zanahorias,Frutas y Verduras,2600,25,4,7
1606,2,Facturas,Panaderia,9900,25,4,7
1607,6,Arroz,Conservas,3400,25,4,7
1608,3,Manies,Galletitas y Snacks,4400,25,4,7
1609,1,Pan frances,Panaderia,6500,25,4,7
1610,6,Pollo,Carniceria,14800,25,4,7
1611,3,Manies,Galletitas y Snacks,4400,25,4,7
1612,2,Arroz,Conservas,3400,25,4,7
1613,4,Atun enlatado,Conservas,5000,25,4,7
1614,6,Galletitas de agua,Galletitas y Snacks,4200,26,5,7
1615,3,Cebolla,Frutas y Verduras,3400,26,5,7
1616,5,Medialunas,Panaderia,2800,26,5,7
1617,5,Manies,Galletitas y Snacks,4400,26,5,7
1618,3,Pan integral,Panaderia,10000,26,5,7
1619,3,Papas chips,Galletitas y Snacks,6800,26,5,7
1620,1,Pollo,Carniceria,14800,26,5,7
1621,5,Cerveza,Bebidas,9200,26,5,7
1622,6,Pan frances,Panaderia,6500,26,5,7
1623,4,Tortas,Panaderia,12200,26,5,7
1624,6,Galletitas de chocolate,Galletitas y Snacks,5000,26,5,7
1625,5,Tortas,Panaderia,12200,26,5,7
1626,3,Hamburgesas congeladas,Congelados,7600,26,5,7
1627,5,Pan integral,Panaderia,10000,26,5,7
1628,4,Salchicha,Carniceria,9000,26,5,7
1629,2,Tomates,Frutas y Verduras,5200,27,6,7
1630,5,Lentejas,Conservas,2600,27,6,7
1631,4,Galletitas de chocolate,Galletitas y Snacks,5000,27,6,7
1632,2,Facturas,Panaderia,9900,27,6,7
1633,2,Hamburgesas congeladas,Congelados,7600,27,6,7
1634,5,Atun enlatado,Conservas,5000,27,6,7
1635,6,Asado,Carniceria,22800,27,6,7
1636,3,Asado,Carniceria,22800,27,6,7
1637,5,Papas fritas,Congelados,6600,28,7,7
1638,3,Atun enlatado,Conservas,5000,28,7,7
1639,1,Cerveza,Bebidas,9200,28,7,7
1640,1,Zanahorias,Frutas y Verduras,2600,29,1,7
1641,5,Jugos de frutas,Bebidas,7600,29,1,7
1642,2,Agua mineral,Bebidas,5000,29,1,7
1643,2,Zanahorias,Frutas y Verduras,2600,29,1,7
1644,3,Queso cremoso,Lacteos,13800,29,1,7
1645,4,Medialunas,Panaderia,2800,29,1,7
1646,3,Manzanas,Frutas y Verduras,5200,29,1,7
1647,4,Atun enlatado,Conservas,5000,30,2,7
1648,5,Asado,Carniceria,22800,30,2,7
1649,2,Cerveza,Bebidas,9200,30,2,7
1650,4,Cerveza,Bebidas,9200,30,2,7
1651,1,Pan integral,Panaderia,10000,30,2,7
1652,6,Chorizo,Carniceria,9000,30,2,7
1653,1,Yogur,Lacteos,4200,30,2,7
1654,2,Galletitas de chocolate,Galletitas y Snacks,5000,30,2,7
1655,4,Leche,Lacteos,9800,30,2,7
1656,1,Galletitas de chocolate,Galletitas y Snacks,5000,30,2,7
1657,5,Milanesa,Carniceria,13000,30,2,7
1658,3,Tortas,Panaderia,12200,30,2,7
1659,5,Leche,Lacteos,9800,30,2,7
1660,4,Facturas,Panaderia,9900,30,2,7
1661,4,Medialunas,Panaderia,2800,30,2,7
1662,2,Hamburgesas congeladas,Congelados,7600,30,2,7
1663,2,Milanesa,Carniceria,13000,31,3,7
1664,6,Manteca,Lacteos,4500,31,3,7
1665,4,Papas chips,Galletitas y Snacks,6800,31,3,7
1666,2,Empanadas,Congelados,10800,31,3,7
1667,3,Yogur,Lacteos,4200,31,3,7
1668,6,Chorizo,Carniceria,9000,31,3,7
1669,4,Galletitas de agua,Galletitas y Snacks,4200,1,4,8
1670,1,Lechugas,Frutas y Verduras,3400,1,4,8
1671,5,Galletitas de agua,Galletitas y Snacks,4200,1,4,8
1672,3,Queso cremoso,Lacteos,13800,1,4,8
1673,3,Lechugas,Frutas y Verduras,3400,1,4,8
1674,2,Chorizo,Carniceria,9000,1,4,8
1675,2,Manteca,Lacteos,4500,1,4,8
1676,3,Queso rallado,Lacteos,15400,1,4,8
1677,1,Medialunas,Panaderia,2800,1,4,8
1678,5,Galletitas de agua,Galletitas y Snacks,4200,1,4,8
1679,1,Pan integral,Panaderia,10000,2,5,8
1680,1,Vino tinto,Bebidas,10800,2,5,8
1681,1,Arroz,Conservas,3400,2,5,8
1682,6,Lechugas,Frutas y Verduras,3400,2,5,8
1683,6,Yogur,Lacteos,4200,2,5,8
1684,5,Queso rallado,Lacteos,15400,2,5,8
1685,6,Galletitas de agua,Galletitas y Snacks,4200,2,5,8
1686,4,Asado,Carniceria,22800,2,5,8
1687,5,Pollo,Carniceria,14800,2,5,8
1688,6,Asado,Carniceria,22800,2,5,8
1689,6,Vino tinto,Bebidas,10800,2,5,8
1690,5,Zanahorias,Frutas y Verduras,2600,2,5,8
1691,6,Salchicha,Carniceria,9000,3,6,8
1692,4,Pan integral,Panaderia,10000,3,6,8
1693,1,Pizza congelada,Congelados,12400,3,6,8
1694,1,Cebolla,Frutas y Verduras,3400,3,6,8
1695,2,Pizza congelada,Congelados,12400,3,6,8
1696,5,Hamburgesas congeladas,Congelados,7600,3,6,8
1697,2,Galletitas de chocolate,Galletitas y Snacks,5000,4,7,8
1698,2,Queso cremoso,Lacteos,13800,4,7,8
1699,5,Garbanzos,Conservas,2900,4,7,8
1700,4,Papas chips,Galletitas y Snacks,6800,4,7,8
1701,2,Agua mineral,Bebidas,5000,4,7,8
1702,4,Queso cremoso,Lacteos,13800,5,1,8
1703,2,Leche,Lacteos,9800,5,1,8
1704,3,Arroz,Conservas,3400,5,1,8
1705,2,Lentejas,Conservas,2600,5,1,8
1706,4,Salchicha,Carniceria,9000,5,1,8
1707,5,Garbanzos,Conservas,2900,5,1,8
1708,6,Cerveza,Bebidas,9200,5,1,8
1709,2,Yogur,Lacteos,4200,5,1,8
1710,2,Cerveza,Bebidas,9200,5,1,8
1711,3,Lentejas,Conservas,2600,5,1,8
1712,4,Bananas,Frutas y Verduras,5800,5,1,8
1713,1,Medialunas,Panaderia,2800,5,1,8
1714,1,Cerveza,Bebidas,9200,5,1,8
1715,5,Galletitas de chocolate,Galletitas y Snacks,5000,5,1,8
1716,3,Leche,Lacteos,9800,5,1,8
1717,4,Lentejas,Conservas,2600,5,1,8
1718,4,Galletitas de agua,Galletitas y Snacks,4200,5,1,8
1719,1,Galletitas de agua,Galletitas y Snacks,4200,6,2,8
1720,2,Queso cremoso,Lacteos,13800,6,2,8
1721,2,Pollo,Carniceria,14800,6,2,8
1722,1,Cebolla,Frutas y Verduras,3400,6,2,8
1723,6,Hamburgesas congeladas,Congelados,7600,6,2,8
1724,5,Lentejas,Conservas,2600,6,2,8
1725,4,Pollo,Carniceria,14800,6,2,8
1726,4,Hamburgesas congeladas,Congelados,7600,6,2,8
1727,2,Medialunas,Panaderia,2800,7,3,8
1728,6,Papas fritas,Congelados,6600,7,3,8
1729,5,Hamburgesas congeladas,Congelados,7600,7,3,8
1730,6,Pan frances,Panaderia,6500,7,3,8
1731,5,Manies,Galletitas y Snacks,4400,7,3,8
1732,5,Medialunas,Panaderia,2800,7,3,8
1733,6,Medialunas,Panaderia,2800,7,3,8
1734,5,Cerveza,Bebidas,9200,7,3,8
1735,3,Papas fritas,Congelados,6600,7,3,8
1736,4,Medialunas,Panaderia,2800,7,3,8
1737,3,Arroz,Conservas,3400,7,3,8
1738,1,Papas fritas,Congelados,6600,8,4,8
1739,6,Milanesa,Carniceria,13000,8,4,8
1740,6,Agua mineral,Bebidas,5000,8,4,8
1741,2,Jugos de frutas,Bebidas,7600,8,4,8
1742,1,Pollo,Carniceria,14800,8,4,8
1743,4,Tortas,Panaderia,12200,8,4,8
1744,4,Galletitas de chocolate,Galletitas y Snacks,5000,9,5,8
1745,6,Asado,Carniceria,22800,9,5,8
1746,5,Pollo,Carniceria,14800,9,5,8
1747,2,Papas chips,Galletitas y Snacks,6800,9,5,8
1748,1,Papas fritas,Congelados,6600,10,6,8
1749,4,Manteca,Lacteos,4500,10,6,8
1750,5,Empanadas,Congelados,10800,10,6,8
1751,3,Pollo,Carniceria,14800,10,6,8
1752,1,Vino tinto,Bebidas,10800,10,6,8
1753,2,Agua mineral,Bebidas,5000,10,6,8
1754,5,Manies,Galletitas y Snacks,4400,11,7,8
1755,3,Hamburgesas congeladas,Congelados,7600,11,7,8
1756,5,Salchicha,Carniceria,9000,11,7,8
1757,3,Cerveza,Bebidas,9200,11,7,8
1758,6,Milanesa,Carniceria,13000,11,7,8
1759,2,Pollo,Carniceria,14800,11,7,8
1760,2,Arroz,Conservas,3400,11,7,8
1761,2,Pollo,Carniceria,14800,11,7,8
1762,3,Pan frances,Panaderia,6500,11,7,8
1763,2,Pan integral,Panaderia,10000,11,7,8
1764,1,Queso cremoso,Lacteos,13800,11,7,8
1765,1,Galletitas de agua,Galletitas y Snacks,4200,12,1,8
1766,2,Facturas,Panaderia,9900,12,1,8
1767,2,Hamburgesas congeladas,Congelados,7600,12,1,8
1768,4,Atun enlatado,Conservas,5000,12,1,8
1769,1,Galletitas de chocolate,Galletitas y Snacks,5000,12,1,8
1770,1,Tortas,Panaderia,12200,12,1,8
1771,1,Manies,Galletitas y Snacks,4400,12,1,8
1772,1,Zanahorias,Frutas y Verduras,2600,12,1,8
1773,2,Costilla de cerdo,Carniceria,11400,12,1,8
1774,1,Leche,Lacteos,9800,12,1,8
1775,6,Chorizo,Carniceria,9000,12,1,8
1776,6,Pan integral,Panaderia,10000,13,2,8
1777,6,Chorizo,Carniceria,9000,13,2,8
1778,2,Yogur,Lacteos,4200,13,2,8
1779,2,Pan frances,Panaderia,6500,13,2,8
1780,2,Tomates,Frutas y Verduras,5200,13,2,8
1781,3,Zanahorias,Frutas y Verduras,2600,13,2,8
1782,1,Salchicha,Carniceria,9000,13,2,8
1783,1,Vino tinto,Bebidas,10800,13,2,8
1784,4,Agua mineral,Bebidas,5000,13,2,8
1785,3,Cebolla,Frutas y Verduras,3400,13,2,8
1786,3,Galletitas de agua,Galletitas y Snacks,4200,14,3,8
1787,6,Hamburgesas congeladas,Congelados,7600,14,3,8
1788,5,Papas chips,Galletitas y Snacks,6800,14,3,8
1789,6,Manteca,Lacteos,4500,14,3,8
1790,5,Lechugas,Frutas y Verduras,3400,14,3,8
1791,1,Pan integral,Panaderia,10000,14,3,8
1792,2,Asado,Carniceria,22800,14,3,8
1793,4,Galletitas de agua,Galletitas y Snacks,4200,14,3,8
1794,3,Lechugas,Frutas y Verduras,3400,14,3,8
1795,1,Manzanas,Frutas y Verduras,5200,14,3,8
1796,2,Empanadas,Congelados,10800,14,3,8
1797,3,Cebolla,Frutas y Verduras,3400,14,3,8
1798,2,Hamburgesas congeladas,Congelados,7600,14,3,8
1799,5,Tomates,Frutas y Verduras,5200,14,3,8
1800,4,Agua mineral,Bebidas,5000,14,3,8
1801,6,Arroz,Conservas,3400,15,4,8
1802,1,Queso cremoso,Lacteos,13800,15,4,8
1803,5,Pizza congelada,Congelados,12400,15,4,8
1804,1,Hamburgesas congeladas,Congelados,7600,15,4,8
1805,5,Manteca,Lacteos,4500,15,4,8
1806,6,Medialunas,Panaderia,2800,15,4,8
1807,2,Pizza congelada,Congelados,12400,15,4,8
1808,2,Facturas,Panaderia,9900,16,5,8
1809,5,Asado,Carniceria,22800,16,5,8
1810,1,Queso cremoso,Lacteos,13800,16,5,8
1811,3,Galletitas de agua,Galletitas y Snacks,4200,16,5,8
1812,4,Tortas,Panaderia,12200,16,5,8
1813,1,Asado,Carniceria,22800,16,5,8
1814,2,Costilla de cerdo,Carniceria,11400,16,5,8
1815,6,Queso rallado,Lacteos,15400,16,5,8
1816,6,Tortas,Panaderia,12200,16,5,8
1817,4,Medialunas,Panaderia,2800,16,5,8
1818,4,Milanesa,Carniceria,13000,17,6,8
1819,6,Atun enlatado,Conservas,5000,17,6,8
1820,5,Costilla de cerdo,Carniceria,11400,17,6,8
1821,3,Yogur,Lacteos,4200,17,6,8
1822,5,Milanesa,Carniceria,13000,17,6,8
1823,1,Papas fritas,Congelados,6600,17,6,8
1824,4,Arroz,Conservas,3400,17,6,8
1825,3,Atun enlatado,Conservas,5000,18,7,8
1826,5,Yogur,Lacteos,4200,18,7,8
1827,3,Pan frances,Panaderia,6500,18,7,8
1828,3,Milanesa,Carniceria,13000,18,7,8
1829,3,Lechugas,Frutas y Verduras,3400,18,7,8
1830,2,Lentejas,Conservas,2600,18,7,8
1831,5,Galletitas de chocolate,Galletitas y Snacks,5000,18,7,8
1832,3,Garbanzos,Conservas,2900,18,7,8
1833,6,Lentejas,Conservas,2600,18,7,8
1834,4,Hamburgesas congeladas,Congelados,7600,18,7,8
1835,3,Jugos de frutas,Bebidas,7600,19,1,8
1836,1,Cerveza,Bebidas,9200,19,1,8
1837,2,Tomates,Frutas y Verduras,5200,19,1,8
1838,2,Milanesa,Carniceria,13000,19,1,8
1839,1,Yogur,Lacteos,4200,19,1,8
1840,3,Cerveza,Bebidas,9200,19,1,8
1841,2,Lechugas,Frutas y Verduras,3400,19,1,8
1842,4,Galletitas de chocolate,Galletitas y Snacks,5000,19,1,8
1843,2,Manzanas,Frutas y Verduras,5200,19,1,8
1844,6,Leche,Lacteos,9800,20,2,8
1845,6,Salchicha,Carniceria,9000,20,2,8
1846,5,Milanesa,Carniceria,13000,20,2,8
1847,6,Vino tinto,Bebidas,10800,20,2,8
1848,5,Pan frances,Panaderia,6500,20,2,8
1849,1,Tomates,Frutas y Verduras,5200,20,2,8
1850,6,Queso rallado,Lacteos,15400,21,3,8
1851,3,Agua mineral,Bebidas,5000,21,3,8
1852,3,Cerveza,Bebidas,9200,21,3,8
1853,3,Empanadas,Congelados,10800,21,3,8
1854,2,Galletitas de agua,Galletitas y Snacks,4200,21,3,8
1855,3,Manteca,Lacteos,4500,21,3,8
1856,5,Arroz,Conservas,3400,21,3,8
1857,2,Garbanzos,Conservas,2900,21,3,8
1858,1,Papas chips,Galletitas y Snacks,6800,21,3,8
1859,3,Galletitas de agua,Galletitas y Snacks,4200,21,3,8
1860,6,Galletitas de chocolate,Galletitas y Snacks,5000,22,4,8
1861,4,Manies,Galletitas y Snacks,4400,22,4,8
1862,4,Jugos de frutas,Bebidas,7600,22,4,8
1863,6,Lechugas,Frutas y Verduras,3400,22,4,8
1864,1,Tomates,Frutas y Verduras,5200,22,4,8
1865,2,Zanahorias,Frutas y Verduras,2600,22,4,8
1866,4,Hamburgesas congeladas,Congelados,7600,22,4,8
1867,6,Manies,Galletitas y Snacks,4400,22,4,8
1868,1,Milanesa,Carniceria,13000,22,4,8
1869,3,Facturas,Panaderia,9900,22,4,8
1870,3,Hamburgesas congeladas,Congelados,7600,23,5,8
1871,3,Lechugas,Frutas y Verduras,3400,23,5,8
1872,3,Manies,Galletitas y Snacks,4400,23,5,8
1873,6,Asado,Carniceria,22800,23,5,8
1874,2,Arroz,Conservas,3400,23,5,8
1875,6,Garbanzos,Conservas,2900,23,5,8
1876,3,Bananas,Frutas y Verduras,5800,23,5,8
1877,4,Cebolla,Frutas y Verduras,3400,24,6,8
1878,6,Pan integral,Panaderia,10000,24,6,8
1879,2,Pizza congelada,Congelados,12400,24,6,8
1880,4,Facturas,Panaderia,9900,24,6,8
1881,5,Arroz,Conservas,3400,24,6,8
1882,6,Manies,Galletitas y Snacks,4400,25,7,8
1883,2,Zanahorias,Frutas y Verduras,2600,25,7,8
1884,4,Papas chips,Galletitas y Snacks,6800,25,7,8
1885,3,Cerveza,Bebidas,9200,25,7,8
1886,6,Pan integral,Panaderia,10000,25,7,8
1887,4,Pizza congelada,Congelados,12400,25,7,8
1888,3,Cerveza,Bebidas,9200,25,7,8
1889,6,Papas fritas,Congelados,6600,25,7,8
1890,3,Lechugas,Frutas y Verduras,3400,25,7,8
1891,3,Facturas,Panaderia,9900,25,7,8
1892,2,Papas chips,Galletitas y Snacks,6800,25,7,8
1893,3,Galletitas de chocolate,Galletitas y Snacks,5000,26,1,8
1894,1,Jugos de frutas,Bebidas,7600,26,1,8
1895,6,Manzanas,Frutas y Verduras,5200,26,1,8
1896,4,Asado,Carniceria,22800,26,1,8
1897,3,Cebolla,Frutas y Verduras,3400,26,1,8
1898,3,Manteca,Lacteos,4500,26,1,8
1899,3,Lentejas,Conservas,2600,26,1,8
1900,6,Milanesa,Carniceria,13000,26,1,8
1901,5,Empanadas,Congelados,10800,26,1,8
1902,5,Vino tinto,Bebidas,10800,27,2,8
1903,2,Lechugas,Frutas y Verduras,3400,27,2,8
1904,3,Asado,Carniceria,22800,27,2,8
1905,5,Manteca,Lacteos,4500,27,2,8
1906,2,Garbanzos,Conservas,2900,27,2,8
1907,1,Manzanas,Frutas y Verduras,5200,28,3,8
1908,3,Yogur,Lacteos,4200,28,3,8
1909,2,Medialunas,Panaderia,2800,28,3,8
1910,6,Pizza congelada,Congelados,12400,29,4,8
1911,3,Chorizo,Carniceria,9000,29,4,8
1912,3,Salchicha,Carniceria,9000,29,4,8
1913,6,Manteca,Lacteos,4500,29,4,8
1914,5,Asado,Carniceria,22800,29,4,8
1915,5,Manies,Galletitas y Snacks,4400,29,4,8
1916,4,Facturas,Panaderia,9900,29,4,8
1917,1,Vino tinto,Bebidas,10800,29,4,8
1918,3,Papas fritas,Congelados,6600,29,4,8
1919,4,Papas chips,Galletitas y Snacks,6800,29,4,8
1920,3,Pizza congelada,Congelados,12400,29,4,8
1921,3,Queso cremoso,Lacteos,13800,30,5,8
1922,2,Jugos de frutas,Bebidas,7600,30,5,8
1923,2,Papas chips,Galletitas y Snacks,6800,30,5,8
1924,3,Lentejas,Conservas,2600,30,5,8
1925,2,Manies,Galletitas y Snacks,4400,30,5,8
1926,4,Galletitas de chocolate,Galletitas y Snacks,5000,31,6,8
1927,5,Costilla de cerdo,Carniceria,11400,31,6,8
1928,5,Manies,Galletitas y Snacks,4400,31,6,8
1929,2,Queso cremoso,Lacteos,13800,31,6,8
1930,1,Lentejas,Conservas,2600,31,6,8
1931,3,Manies,Galletitas y Snacks,4400,31,6,8
1932,6,Costilla de cerdo,Carniceria,11400,31,6,8
1933,4,Garbanzos,Conservas,2900,31,6,8
1934,1,Costilla de cerdo,Carniceria,11400,1,7,9
1935,6,Galletitas de agua,Galletitas y Snacks,4200,1,7,9
1936,3,Milanesa,Carniceria,13000,1,7,9
1937,5,Lentejas,Conservas,2600,1,7,9
1938,5,Pizza congelada,Congelados,12400,1,7,9
1939,3,Arroz,Conservas,3400,1,7,9
1940,1,Cerveza,Bebidas,9200,1,7,9
1941,4,Tortas,Panaderia,12200,1,7,9
1942,6,Milanesa,Carniceria,13000,1,7,9
1943,3,Pollo,Carniceria,14800,1,7,9
1944,6,Galletitas de chocolate,Galletitas y Snacks,5000,1,7,9
1945,2,Tortas,Panaderia,12200,2,1,9
1946,4,Pollo,Carniceria,14800,2,1,9
1947,3,Tortas,Panaderia,12200,2,1,9
1948,5,Lechugas,Frutas y Verduras,3400,2,1,9
1949,2,Pizza congelada,Congelados,12400,2,1,9
1950,6,Empanadas,Congelados,10800,2,1,9
1951,4,Cerveza,Bebidas,9200,2,1,9
1952,5,Atun enlatado,Conservas,5000,2,1,9
1953,5,Vino tinto,Bebidas,10800,2,1,9
1954,4,Tortas,Panaderia,12200,2,1,9
1955,1,Lentejas,Conservas,2600,3,2,9
1956,4,Lentejas,Conservas,2600,3,2,9
1957,5,Pizza congelada,Congelados,12400,3,2,9
1958,2,Galletitas de agua,Galletitas y Snacks,4200,3,2,9
1959,4,Atun enlatado,Conservas,5000,3,2,9
1960,3,Galletitas de agua,Galletitas y Snacks,4200,3,2,9
1961,6,Tortas,Panaderia,12200,4,3,9
1962,3,Yogur,Lacteos,4200,4,3,9
1963,2,Tomates,Frutas y Verduras,5200,4,3,9
1964,3,Facturas,Panaderia,9900,4,3,9
1965,1,Cebolla,Frutas y Verduras,3400,4,3,9
1966,2,Milanesa,Carniceria,13000,4,3,9
1967,2,Hamburgesas congeladas,Congelados,7600,4,3,9
1968,3,Tomates,Frutas y Verduras,5200,4,3,9
1969,5,Vino tinto,Bebidas,10800,4,3,9
1970,6,Galletitas de chocolate,Galletitas y Snacks,5000,5,4,9
1971,5,Atun enlatado,Conservas,5000,5,4,9
1972,2,Vino tinto,Bebidas,10800,5,4,9
1973,4,Asado,Carniceria,22800,5,4,9
1974,1,Queso rallado,Lacteos,15400,5,4,9
1975,4,Queso rallado,Lacteos,15400,6,5,9
1976,3,Atun enlatado,Conservas,5000,6,5,9
1977,5,Manzanas,Frutas y Verduras,5200,6,5,9
1978,5,Tomates,Frutas y Verduras,5200,6,5,9
1979,1,Queso rallado,Lacteos,15400,6,5,9
1980,1,Atun enlatado,Conservas,5000,6,5,9
1981,4,Lechugas,Frutas y Verduras,3400,6,5,9
1982,2,Leche,Lacteos,9800,6,5,9
1983,3,Papas fritas,Congelados,6600,7,6,9
1984,2,Jugos de frutas,Bebidas,7600,7,6,9
1985,4,Manzanas,Frutas y Verduras,5200,7,6,9
1986,3,Pan integral,Panaderia,10000,7,6,9
1987,5,Galletitas de chocolate,Galletitas y Snacks,5000,7,6,9
1988,3,Zanahorias,Frutas y Verduras,2600,7,6,9
1989,5,Salchicha,Carniceria,9000,7,6,9
1990,5,Asado,Carniceria,22800,7,6,9
1991,6,Papas chips,Galletitas y Snacks,6800,7,6,9
1992,6,Yogur,Lacteos,4200,8,7,9
1993,3,Manies,Galletitas y Snacks,4400,8,7,9
1994,6,Costilla de cerdo,Carniceria,11400,8,7,9
1995,6,Manies,Galletitas y Snacks,4400,8,7,9
1996,3,Lentejas,Conservas,2600,8,7,9
1997,6,Medialunas,Panaderia,2800,8,7,9
1998,1,Jugos de frutas,Bebidas,7600,8,7,9
1999,5,Milanesa,Carniceria,13000,8,7,9
2000,6,Pollo,Carniceria,14800,9,1,9
2001,1,Pizza congelada,Congelados,12400,9,1,9
2002,3,Zanahorias,Frutas y Verduras,2600,9,1,9
2003,1,Tortas,Panaderia,12200,9,1,9
2004,2,Galletitas de chocolate,Galletitas y Snacks,5000,10,2,9
2005,1,Arroz,Conservas,3400,10,2,9
2006,3,Lentejas,Conservas,2600,10,2,9
2007,2,Garbanzos,Conservas,2900,11,3,9
2008,5,Queso rallado,Lacteos,15400,11,3,9
2009,3,Hamburgesas congeladas,Congelados,7600,11,3,9
2010,3,Manies,Galletitas y Snacks,4400,11,3,9
2011,1,Jugos de frutas,Bebidas,7600,11,3,9
2012,5,Milanesa,Carniceria,13000,11,3,9
2013,4,Agua mineral,Bebidas,5000,11,3,9
2014,3,Salchicha,Carniceria,9000,12,4,9
2015,1,Manzanas,Frutas y Verduras,5200,12,4,9
2016,2,Facturas,Panaderia,9900,12,4,9
2017,6,Hamburgesas congeladas,Congelados,7600,12,4,9
2018,5,Cerveza,Bebidas,9200,12,4,9
2019,1,Cebolla,Frutas y Verduras,3400,13,5,9
2020,4,Manzanas,Frutas y Verduras,5200,13,5,9
2021,6,Pizza congelada,Congelados,12400,13,5,9
2022,2,Pan frances,Panaderia,6500,14,6,9
2023,2,Cebolla,Frutas y Verduras,3400,14,6,9
2024,2,Cerveza,Bebidas,9200,14,6,9
2025,2,Papas fritas,Congelados,6600,14,6,9
2026,3,Zanahorias,Frutas y Verduras,2600,14,6,9
2027,2,Vino tinto,Bebidas,10800,14,6,9
2028,4,Hamburgesas congeladas,Congelados,7600,15,7,9
2029,5,Leche,Lacteos,9800,15,7,9
2030,5,Milanesa,Carniceria,13000,15,7,9
2031,4,Tortas,Panaderia,12200,15,7,9
2032,4,Galletitas de chocolate,Galletitas y Snacks,5000,15,7,9
2033,2,Papas fritas,Congelados,6600,16,1,9
2034,6,Atun enlatado,Conservas,5000,16,1,9
2035,6,Yogur,Lacteos,4200,16,1,9
2036,6,Queso cremoso,Lacteos,13800,16,1,9
2037,6,Cebolla,Frutas y Verduras,3400,16,1,9
2038,2,Hamburgesas congeladas,Congelados,7600,16,1,9
2039,5,Atun enlatado,Conservas,5000,16,1,9
2040,1,Yogur,Lacteos,4200,17,2,9
2041,5,Agua mineral,Bebidas,5000,17,2,9
2042,5,Hamburgesas congeladas,Congelados,7600,17,2,9
2043,2,Papas fritas,Congelados,6600,17,2,9
2044,5,Queso cremoso,Lacteos,13800,17,2,9
2045,3,Yogur,Lacteos,4200,17,2,9
2046,4,Pan integral,Panaderia,10000,17,2,9
2047,5,Manzanas,Frutas y Verduras,5200,17,2,9
2048,5,Asado,Carniceria,22800,17,2,9
2049,4,Zanahorias,Frutas y Verduras,2600,17,2,9
2050,1,Queso cremoso,Lacteos,13800,18,3,9
2051,3,Milanesa,Carniceria,13000,18,3,9
2052,6,Manteca,Lacteos,4500,18,3,9
2053,4,Manies,Galletitas y Snacks,4400,18,3,9
2054,6,Papas chips,Galletitas y Snacks,6800,18,3,9
2055,2,Papas fritas,Congelados,6600,18,3,9
2056,1,Tortas,Panaderia,12200,18,3,9
2057,1,Garbanzos,Conservas,2900,18,3,9
2058,1,Papas chips,Galletitas y Snacks,6800,18,3,9
2059,4,Arroz,Conservas,3400,18,3,9
2060,6,Lentejas,Conservas,2600,18,3,9
2061,2,Tortas,Panaderia,12200,18,3,9
2062,1,Pan frances,Panaderia,6500,19,4,9
2063,3,Hamburgesas congeladas,Congelados,7600,19,4,9
2064,2,Garbanzos,Conservas,2900,19,4,9
2065,4,Milanesa,Carniceria,13000,19,4,9
2066,4,Jugos de frutas,Bebidas,7600,19,4,9
2067,1,Arroz,Conservas,3400,19,4,9
2068,3,Manteca,Lacteos,4500,19,4,9
2069,1,Pan frances,Panaderia,6500,19,4,9
2070,2,Vino tinto,Bebidas,10800,19,4,9
2071,6,Zanahorias,Frutas y Verduras,2600,20,5,9
2072,6,Agua mineral,Bebidas,5000,20,5,9
2073,4,Chorizo,Carniceria,9000,20,5,9
